"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"259",33,-2.0120122045983,5,2,0.412093,0.597625,1.11231,1.94012,2.59233,3.65043,4.54603,3.92133,2.06491,0.542848,1.83027,4.75461,1.99365,2.42355,1.27653,1.29957,0.744237,8.64624,86.0857,104.047,131.021,210.084,238.425,278.831,300.474,273.966,176.788,0.185845,0.295842,0.493019,0.38607,0.56909,0.338308,0.255657,0.192104,0.420398,-1.39355,-3.71876,2.38928,0.77501,4.09188,9.61076,13.8156,13.6383,11.1538,5.0709,3.43388,9.2592,8.98449,11.2742,16.9812,22.4781,23.0043,19.0615
"3228",35,-0.00501142424972389,60,3,0.608135,0.892818,1.78996,1.96869,2.61762,4.03856,3.76762,3.74587,1.98549,2.46585,0.117331,0.0849412,2.78585,1.88301,2.61909,1.15153,0.471503,2.88295,40.5374,73.3156,138.603,136.45,167.269,227.727,215.378,212.64,119.741,0.44858,0.0714286,0.0537634,0.523077,0.595809,0.383761,0.238765,0.127929,0.490883,5.51255,0.57254,3.30404,6.98284,9.9477,13.6641,13.3148,12.7678,10.531,9.85248,6.30932,12.7167,14.5519,18.1356,22.1755,21.9715,23.8594,19.093
"1153",55,-1.35065011372723,21,1,0.169444,0.357862,0.934118,1.74584,1.58945,3.60961,4.37228,3.11134,1.78644,2.62642,2.89022,1.87087,4.3952,5.82321,2.88298,2.52051,2.05821,2.92762,24.7053,56.7726,101.59,154.04,138.402,248.918,266.76,211.129,137.086,0.605076,0.564601,0.507116,0.372059,0.774905,0.366176,0.301708,0.310958,0.581373,-0.453234,-2.38503,0.894917,5.1458,7.33748,11.9097,16.5681,13.8205,11.3334,3.42675,2.68786,7.65689,13.2579,13.2337,20.5004,26.2263,23.2006,19.2462
"4188",57,-3.19657446372949,77,1,0.276085,0.626956,1.17166,2.59882,3.22197,4.26833,5.01965,3.32924,1.99741,2.64773,1.86841,1.62265,1.5413,2.49661,1.32238,0.765395,2.93911,4.35336,34.574,78.1155,122.045,204.464,231.023,268.425,279.146,208.2,160.329,0.713947,0.404674,0.34203,0.369118,0.350569,0.259804,0.115512,0.27704,0.443137,0.672376,-0.498711,2.73402,6.07595,9.76878,14.4444,17.6493,15.7416,9.7416,5.63966,5.19172,11.1378,16.1734,18.8275,24.433,28.4881,25.6716,18.4683
"879",54,-0.670324578191188,16,3,0.412647,0.930854,2.37736,1.94544,3.69092,3.67626,3.97676,4.16386,2.94897,1.6458,0.456541,0.634656,6.13494,1.75995,2.65766,1.41133,0.361062,2.32144,41.8497,108.38,174.101,147.663,234.232,224.607,238.8,235.176,181.973,0.476508,0.136432,0.187588,0.65942,0.319074,0.428986,0.36115,0.157784,0.201087,3.02638,-3.55245,4.06268,5.73726,11.1411,13.6937,13.6127,15.2723,10.8292,8.40369,4.72787,16.5563,13.249,20.2899,22.1381,23.2685,27.0912,22.9481
"1963",33,0.76600759789013,36,3,0.595245,0.804427,1.50359,2.36316,3.18889,4.34894,5.24639,4.40764,2.4491,1.74629,3.13654,1.55637,3.37304,3.39503,0.86538,0.239971,0.239785,4.2445,86.6256,99.3318,149.352,219.977,256.838,290.817,316.738,277.952,187.051,0.155269,0.559524,0.446882,0.415111,0.395699,0.147556,0.0451613,0.129462,0.426222,1.22601,2.22838,6.37865,4.92944,7.50896,13.228,17.9971,18.6795,15.7546,10.0418,9.04982,13.4927,12.6503,14.8789,21.4336,26.1925,26.9715,23.2109
"1975",45,-1.80470792788493,36,3,0.932927,0.890342,1.67887,2.37084,3.22815,4.49005,5.07895,4.05202,2.3965,3.12888,1.94905,0.440871,1.55423,0.55472,0.61511,0.0732629,0.899247,1.88024,66.8279,96.206,169.855,189.957,225.195,283.185,294.305,235.547,170.722,0.451613,0.38619,0.154839,0.397333,0.209462,0.213778,0.0249462,0.155269,0.407111,3.20242,0.504426,4.40477,7.32219,13.1284,18.7805,19.3525,21.1535,14.0406,9.10551,7.39169,12.8175,14.9432,21.0496,26.9349,27.9632,29.9148,22.5253
"2605",1,-0.92902609943956,49,3,0.590274,0.863417,1.28057,2.10841,3.07435,3.51033,4.35027,3.4706,2.5481,2.61536,0.0417582,1.20188,3.34609,1.48153,1.34352,0.393868,1.22059,0.760803,50.8463,93.8366,101.076,142.082,202.876,212.202,243.417,199.021,169.365,0.519561,0.0106383,0.37337,0.470922,0.294784,0.225887,0.193892,0.252917,0.135461,1.34706,1.66085,5.27137,6.5518,10.4072,12.8401,15.5618,14.3358,12.3795,6.36569,8.68286,12.7506,14.6952,18.9655,21.9964,26.9752,24.3871,24.1271
"3468",8,-0.963075039622243,65,1,0.320584,0.495585,0.838343,1.35036,2.65692,2.82416,2.49995,2.40941,1.89558,2.9217,3.90201,2.17191,3.2182,2.42702,3.8846,3.19328,3.21623,1.28545,43.236,52.0848,99.8334,123.816,198.838,198.043,181.683,174.587,162.519,0.390565,0.748848,0.435657,0.642294,0.480402,0.531541,0.483177,0.512314,0.206452,-2.78765,5.04975,0.975343,6.23814,9.40052,13.3223,11.7999,11.9102,10.9531,1.74448,9.52393,7.55389,13.4283,16.3681,20.2163,18.6618,19.2953,19.0845
"3338",39,1.02060601938868,62,2,0.412129,0.774877,1.70186,2.56676,3.1834,3.10374,3.56952,2.9641,2.34574,0.433133,3.64596,0.587402,0.604881,2.64826,4.70189,1.73185,2.10045,0.821411,49.103,69.4565,141.949,214.031,218.606,199.032,223.558,177.418,158.828,0.295574,0.542359,0.256814,0.171318,0.436359,0.713178,0.470368,0.380595,0.209044,-3.20373,2.4396,3.9098,2.6143,9.20043,12.5028,13.4907,16.3635,8.84988,1.2716,8.74128,12.6473,14.0181,17.743,19.8331,22.6801,26.8967,21.4741
"2727",9,-0.0724981492464631,51,2,0.246283,0.544494,0.993321,2.01522,2.16355,3.29304,4.03962,2.67228,1.27309,2.66646,3.2172,4.16362,1.60507,6.14176,2.17896,1.88579,3.593,5.63259,46.925,74.7512,105.757,180.624,176.589,237.442,264.809,195.043,119.66,0.48865,0.325397,0.553963,0.33786,0.584628,0.234156,0.299084,0.399442,0.524691,-1.60539,0.707287,2.68589,3.17032,8.09995,10.7618,15.8147,13.2967,10.4353,2.67364,6.38224,9.25987,11.494,15.8785,18.7555,24.1606,21.2798,17.67
"4542",22,0.32740998044983,84,3,0.311557,0.651093,0.966806,2.29565,2.15274,3.19319,4.06668,3.53602,2.28114,3.7182,1.88236,3.53025,1.31444,4.67245,1.79803,1.84051,2.46661,1.90824,52.4934,84.8086,108.248,190.279,170.263,214.731,259.292,224.677,180.154,0.581346,0.296852,0.54979,0.151087,0.580996,0.369203,0.27244,0.201262,0.0865942,0.840044,4.89205,3.37139,4.62997,8.85633,11.7662,13.1751,15.7928,13.3178,5.28097,9.53483,9.43485,11.6783,15.0834,18.5272,21.9027,24.0372,22.2796
"5005",8,0.822438751579282,93,1,0.40714,0.683484,1.23217,1.65553,2.82896,3.44506,2.59685,2.33446,2.18798,2.82069,3.66379,1.18185,1.86751,1.57278,1.69858,2.62023,3.06137,0.618673,44.366,50.236,118.274,126.633,195.344,218.625,173.147,156.859,166.232,0.503554,0.507264,0.341443,0.583051,0.34035,0.362147,0.582559,0.460361,0.15791,-1.30703,5.50801,1.83982,7.19536,9.16055,13.4611,12.8923,12.2991,11.1243,3.64248,10.8121,9.12293,14.8318,17.2644,22.0681,19.9651,20.8368,20.9011
"178",7,1.37126488626793,4,3,0.562721,0.983691,1.2822,2.42412,3.24464,4.02638,4.1617,3.55015,1.66909,1.35374,0.171925,3.69415,0.336629,1.51574,1.92356,2.15,2.82099,5.2215,66.558,126.61,139.718,204.901,243.387,274.087,280.284,246.374,152.893,0.42346,0.0737013,0.399707,0.171515,0.300586,0.338485,0.23607,0.166276,0.44,-2.34576,-4.47373,0.0275559,2.06461,6.73466,11.0041,11.9312,11.6353,7.57091,2.11456,1.31767,6.08468,9.10409,14.5446,18.7052,20.1833,20.1524,14.3426
"1873",55,-1.87847904267985,34,4,0.565859,1.06308,1.69123,2.60175,2.6208,3.50873,4.81607,4.06591,2.36469,5.00955,2.71114,2.18374,1.72678,3.78761,4.09007,1.34594,1.20854,2.33451,44.7499,93.369,128.98,176.37,174.787,211.148,265.313,226.031,139.287,0.645978,0.489376,0.438546,0.367511,0.709677,0.38903,0.151082,0.256227,0.574473,3.57677,1.69199,4.49648,6.87019,8.81455,13.0985,18.3457,14.8299,13.2605,8.54634,9.14532,13.257,16.4316,16.3558,20.877,29.0451,25.3886,22.234
"4186",55,-1.74297689099324,77,1,0.210697,0.420704,0.945274,1.79356,1.815,3.67314,4.28522,3.37499,1.90457,3.03133,2.55141,2.04276,4.07042,5.34109,2.07317,3.63146,1.93306,2.81605,30.36,62.6316,102.958,153.737,149.99,248.71,268.328,226.687,142.629,0.561195,0.590599,0.538899,0.442892,0.775854,0.475245,0.320683,0.366698,0.610294,0.174696,-2.15679,1.31819,5.56144,7.67717,12.6131,16.9511,14.1563,11.8198,4.37365,3.18053,8.54638,13.822,14.0485,21.2747,26.5565,23.6718,19.7487
"2043",56,0.690843760353463,37,3,0.46375,0.879899,1.93271,2.66194,3.12177,4.60284,3.76247,3.05965,2.62552,4.34948,2.75441,2.61246,2.95038,2.78671,2.53825,2.62369,2.66568,1.10687,54.6524,91.386,161.169,196.547,223.238,276.87,225.392,197.62,182.567,0.654965,0.772059,0.373814,0.387582,0.504111,0.409804,0.552182,0.596774,0.339216,4.02405,2.66288,4.1228,7.97218,9.34254,14.9838,15.2097,14.821,13.4104,9.51398,9.53569,12.389,16.3603,16.9179,23.3847,22.9932,22.3665,23.4631
"2368",1,0.538128416267602,44,5,0.435209,0.752393,0.812038,1.54382,1.99328,2.86875,4.09499,2.99173,1.15852,3.06444,0.412171,4.69438,5.49485,3.75165,4.08752,2.10583,3.80199,4.62314,69.0856,124.512,105.866,151.982,186.097,225.268,277.657,228.546,120.583,0.353456,0.233163,0.572811,0.550476,0.525346,0.576667,0.324424,0.405991,0.69619,-0.107847,-0.478332,2.48827,3.36058,7.24663,10.4058,13.9619,12.0465,11.2137,6.05244,7.16857,9.46842,10.5157,13.5842,17.4601,21.154,19.4949,17.2252
"4613",36,0.262503616910021,85,4,0.534207,0.795341,1.76806,2.0275,3.54423,4.36699,4.52231,3.83686,2.00193,2.80994,4.03506,0.742851,3.97685,3.06682,3.33701,0.655662,0.964899,4.5249,49.728,73.0057,142.789,151.313,235.933,266.588,262.163,222.209,141.174,0.601224,0.567734,0.137931,0.703448,0.478865,0.306322,0.119021,0.238598,0.558621,3.20977,3.2513,6.42809,5.79381,11.2369,14.2265,18.1378,17.2114,12.0875,7.86431,10.2699,15.7122,13.7082,21.624,23.7937,28.6205,27.8279,20.8164
"4415",56,0.111630253235885,81,1,0.520073,0.936039,1.56788,2.16642,2.73798,3.60297,3.13914,2.37725,2.11036,3.41797,4.14285,1.66521,1.81074,3.6667,1.65673,2.76028,4.76184,0.7504,25.2883,61.9323,120.329,159.996,182.271,224.289,186.82,143.787,139.644,0.900323,0.792857,0.433226,0.477,0.640968,0.300333,0.437742,0.778387,0.426667,4.57124,4.44618,4.80308,7.27704,9.59458,12.2152,14.8188,13.1301,12.25,8.20344,8.7077,11.2881,13.8434,14.9143,18.8695,21.0101,18.5052,19.6788
"1093",40,-1.31501895286911,20,2,0.584548,1.12785,1.63714,1.90338,3.07635,4.37949,5.07056,3.87964,2.238,3.00415,1.85218,1.86627,5.09075,1.70504,0.539401,0.0257935,0.609713,4.76114,75.1802,122.974,153.997,154.843,227.935,268.839,294.522,236.847,159.053,0.185728,0.237554,0.324536,0.55505,0.474096,0.10404,0.0180841,0.156891,0.231313,4.28362,4.9383,4.72775,7.06111,11.6262,15.8695,17.7744,18.4554,14.4558,10.4447,12.5302,11.9157,12.8807,18.1794,23.4964,26.4039,26.808,21.2946
"3717",32,-1.73798263691229,69,2,0.690029,1.2113,1.84251,2.77244,4.24261,3.41296,4.78583,3.79048,2.10534,1.93333,3.31778,0.584466,2.09565,0.32309,1.91186,0.745213,1.2194,1.47266,30.4788,59.2337,120.533,187.773,262.331,198.637,257.738,207.412,123.941,0.526648,0.623447,0.268233,0.492391,0.124825,0.51558,0.210028,0.223703,0.475362,3.33685,5.00323,4.80284,4.22226,9.55724,11.0033,12.9349,14.4697,9.61999,6.77297,10.8711,11.7106,12.7138,19.3086,18.014,22.1712,24.7447,17.5535
"499",2,0.276007634037218,10,3,0.553003,0.729189,1.20297,2.7882,3.61502,3.7561,3.60657,3.09247,2.0228,1.17676,0.553445,3.50152,0.999464,0.429501,1.90862,2.13472,1.49582,2.33036,59.0994,82.466,105.364,194.349,243.585,225.397,210.82,195.958,147.497,0.343976,0.238213,0.577683,0.235034,0.184003,0.316327,0.362409,0.315668,0.508844,1.59577,3.32085,6.36997,6.95923,11.9818,15.7626,15.4217,15.2564,11.8771,6.99371,10.5473,12.289,14.2095,20.7321,23.3273,22.7442,22.3348,19.7804
"4995",55,-1.13192852708331,92,1,0.135572,0.299528,0.776071,1.71531,1.71941,3.47074,4.26934,3.02116,1.75466,2.90272,3.57081,2.14089,4.63663,5.8317,2.99878,2.01975,2.28399,4.65083,27.5368,52.8327,95.7513,153.011,147.34,239.683,267.3,208.269,134.747,0.604396,0.570251,0.476072,0.402564,0.87983,0.549084,0.236441,0.483162,0.544689,-1.18988,-3.8267,-0.91917,4.50718,7.05088,11.0655,15.397,12.907,10.1304,2.43996,1.70998,6.47285,12.6078,13.0767,20.2608,25.3762,22.5393,18.2615
"1483",50,0.422852291246397,27,5,0.531573,0.955405,1.64848,2.42434,2.81407,4.0845,4.51747,3.7605,2.26506,3.72809,1.31771,2.08062,4.17502,5.37397,2.34409,2.70858,3.53411,6.87455,75.8305,128.182,162.669,201.536,212.605,263.754,281.934,244.721,181.851,0.455092,0.198107,0.547755,0.46634,0.512018,0.457843,0.220114,0.339026,0.414379,1.56152,0.321034,1.24172,4.80051,10.4432,13.1541,14.1825,13.6016,9.24101,8.44539,10.5025,9.58753,13.2604,19.0484,21.6188,24.588,24.0331,19.0317
"923",41,2.23199449728773,17,4,0.651476,0.939398,1.82412,2.34195,3.27451,4.27843,4.32263,3.40551,2.49077,2.49733,2.3698,1.7434,2.9839,2.34865,1.42074,1.42639,2.42809,6.50434,52.0397,81.4445,135.687,155.395,198.427,251.875,242.783,192.865,140.585,0.445161,0.508766,0.517302,0.553939,0.568915,0.465455,0.30088,0.409971,0.523333,4.36866,3.44965,5.2215,7.49532,12.4311,13.4678,16.0642,15.3051,13.6993,9.93189,9.03594,14.4763,15.3003,21.2451,21.8949,25.869,25.0247,23.2427
"216",45,-0.740644985089666,4,3,0.430828,0.743064,1.5557,2.27689,3.40506,4.71193,5.20251,4.00553,2.49314,1.81684,0.946435,0.73402,3.5805,1.78641,1.4642,0.383172,2.10917,2.00171,87.0481,119.007,181.086,204.045,249.618,295.073,304.826,240.435,191.766,0.247507,0.187338,0.119355,0.421515,0.404692,0.388788,0.124927,0.494721,0.354545,-4.22875,-5.91327,-0.908765,2.02357,7.77861,13.8746,13.5416,14.8188,7.69921,3.56234,3.70742,11.5402,12.3582,18.046,25.5538,26.1588,27.3581,19.5975
"156",42,1.72228261957102,3,2,0.362499,0.815198,1.50784,1.98357,3.0515,4.30359,3.4183,3.19694,2.19605,0.649151,1.98543,1.66763,2.58761,2.31646,2.12899,3.36017,2.46318,2.73304,63.2613,89.6714,151.383,163.302,217.423,275.787,228.314,210.366,159.666,0.302883,0.494049,0.386811,0.583481,0.660862,0.197345,0.578647,0.401656,0.392625,-0.459291,2.37589,1.90833,5.21706,11.0057,13.6833,13.1277,14.5139,10.9997,5.22693,10.0452,11.1712,14.4094,20.1255,23.2294,21.7678,25.5649,22.6043
"2266",7,0.0821786790457213,42,1,0.320943,0.61119,1.3525,1.3973,2.35411,3.14041,2.90834,2.39167,1.21082,4.06254,0.240132,3.64949,2.39707,2.61215,1.19488,2.0834,2.97949,8.9949,38.6705,85.294,118.689,131.739,176.501,220.06,201.753,180.414,103.241,0.719689,0.139573,0.539488,0.699234,0.462366,0.404598,0.511309,0.428995,0.690421,0.98344,-1.98446,3.0145,4.70095,8.2003,11.3097,12.0954,11.3818,8.98494,5.62198,3.67271,10.3476,11.1495,16.2626,20.4791,20.8933,20.5171,16.4123
"1352",33,-0.0381045785409277,25,3,0.525103,0.688866,1.53577,2.30653,3.35672,3.70562,4.11847,4.18043,2.53548,1.63715,2.0674,2.12263,1.85957,1.27585,2.14055,2.07653,0.776156,3.66257,60.1063,78.8765,121.959,183.691,232.165,240.724,243.772,241.43,163.703,0.434812,0.377232,0.464606,0.440741,0.335573,0.5,0.313844,0.144713,0.396991,1.5873,-0.600018,6.32029,4.47465,8.95739,12.191,15.4771,15.9219,13.5098,7.51356,7.9648,14.6261,14.5706,17.9735,21.0517,25.9695,28.8393,24.7196
"4058",41,-0.242898560513343,75,4,0.784184,1.43045,1.66549,2.31232,2.81704,4.01809,4.47837,3.54383,2.38321,2.28623,0.735664,0.748134,2.69346,4.0482,1.92252,1.16445,1.90053,3.18358,82.9244,110.675,145.508,183.174,201.094,257.177,267.125,222.178,172.783,0.276498,0.183673,0.267281,0.422751,0.478239,0.298942,0.365591,0.501792,0.339153,1.13894,1.21823,3.59468,5.25185,10.6582,12.5664,15.3074,15.5742,12.2487,7.97915,7.03355,10.6378,12.5134,17.0206,19.71,22.9728,23.6198,20.8267
"4502",39,0.98425758670356,83,3,0.411512,0.96905,1.69232,2.72638,3.26145,2.95168,3.6835,3.08659,2.42263,0.174226,2.74317,0.546747,0.559661,2.42905,4.2037,0.901971,2.67419,0.263355,45.4392,60.8688,121.56,201.401,205.385,176.889,211.443,169.925,149.615,0.190035,0.591938,0.476844,0.145215,0.582242,0.828713,0.326733,0.416161,0.121452,-2.44396,4.27847,5.17108,3.23902,8.64336,12.1724,12.9954,15.9472,9.08885,1.43746,9.23102,12.0187,13.0629,17.1404,19.1713,21.0892,25.585,20.7828
"2527",37,0.173671424236101,47,1,0.522297,0.885814,1.44423,2.08389,3.2765,4.08065,4.24956,3.72018,1.85428,5.66165,3.5502,2.25177,1.10472,1.84433,0.662844,2.11746,0.803583,3.42315,38.4591,57.0862,108.238,144.558,210.552,242.384,236.341,204.674,112.381,0.594815,0.919559,0.523666,0.286604,0.362376,0.21215,0.359662,0.101296,0.666355,3.53147,6.3031,3.30026,6.08338,8.89559,11.7325,15.4644,14.7758,10.5264,8.83555,11.2293,10.7119,12.8195,17.9769,20.048,24.8571,25.6446,18.0952
"1812",51,-1.13637343120989,33,4,0.536377,1.07668,2.15282,2.13115,3.44309,4.20656,4.58821,4.05279,2.96438,3.4452,1.44661,0.931096,4.37514,1.64139,1.2786,0.954277,0.717016,1.33421,52.2306,108.431,172.282,157.217,217.827,254.838,262.491,226.211,183.582,0.59456,0.358193,0.261543,0.579085,0.29222,0.381373,0.297913,0.22802,0.244444,1.52234,1.65269,4.05086,7.33264,12.5348,15.3917,16.6284,16.8013,13.0755,7.81296,10.1872,13.8743,15.2904,20.7702,25.0818,26.4787,27.1965,23.7981
"1401",25,-3.52762753339816,26,1,0.149127,0.376635,0.70301,0.910013,1.28395,2.75442,3.91478,2.21518,1.44733,4.36547,4.01787,3.27125,7.26824,11.2149,1.59855,1.30674,2.64097,4.87756,46.5631,76.085,105.376,94.8539,115.537,208.111,251.143,167.016,125.101,0.570029,0.618897,0.55002,0.88903,0.799918,0.43038,0.211515,0.577379,0.57384,0.971931,-2.5265,2.2884,4.63513,7.08286,13.0423,17.4049,14.1803,10.8388,4.81843,1.74657,8.12803,11.0164,12.6508,20.3932,27.1626,22.8239,18.1018
"1126",28,0.206112737349498,21,1,0.231364,0.389076,0.805005,0.965516,2.13451,3.41873,3.73317,2.37956,1.66698,4.01999,1.87228,2.7081,4.77369,3.72839,1.46648,1.16677,3.0856,3.25959,28.9264,72.7121,98.4149,94.2187,170.048,230.864,247.892,180.008,148.416,0.843691,0.386292,0.408918,0.811029,0.591319,0.329902,0.124763,0.444972,0.28652,-0.291507,-7.77849,0.200061,3.05553,9.44748,12.5695,13.9017,12.6191,9.34557,3.70313,-2.05797,7.54,9.07562,17.549,21.466,23.5038,21.9519,19.1169
"1049",53,0.946815582520581,19,1,0.385346,0.693019,1.50884,3.24406,3.84123,3.75613,3.62063,3.44589,2.43163,1.55508,1.84658,1.72643,0.454851,2.13287,2.04829,4.53842,3.09514,1.13084,72.0505,95.1414,151.614,242.954,269.487,256.216,240.845,231.105,179.71,0.316747,0.536094,0.369938,0.255674,0.266301,0.460284,0.490734,0.508579,0.453191,-0.642404,-0.0119633,2.50573,6.59929,9.17435,11.0023,11.9066,13.4296,10.7295,6.16384,8.6213,12.2401,19.3316,20.8503,20.42,20.7272,23.8748,22.4654
"1713",9,-0.182965866998399,32,4,0.879977,0.991064,2.07289,3.04661,3.12551,4.97944,5.47026,4.07486,2.25794,2.50834,4.589,2.10398,1.11765,3.14308,0.96458,0.497922,1.60013,0.965236,62.1706,80.3399,127.805,181.773,192.818,270.038,286.16,226.544,142.658,0.266301,0.259498,0.215511,0.113475,0.398078,0.157801,0.0936856,0.138298,0.234752,2.07245,3.60039,6.48281,7.02001,10.7423,14.0079,18.9062,17.1805,13.3259,7.43696,9.71923,13.314,15.9417,18.8132,22.3575,28.5485,26.7142,21.9229
"2854",22,-0.754022577366805,53,4,0.35776,0.586665,0.989136,2.09751,3.14199,2.79502,2.9701,3.07008,2.256,1.87797,2.11717,3.09796,0.286174,1.94999,2.43009,2.96205,0.553876,0.936723,40.3388,51.9451,77.9262,156.019,209.723,169.006,177.305,180.961,146.677,0.418406,0.441853,0.531942,0.206209,0.413346,0.672222,0.345984,0.266287,0.366993,-1.28225,2.82422,2.19647,4.05783,6.64921,10.9963,12.0461,13.2107,9.93266,3.41643,8.49478,9.32786,12.9761,17.0216,18.7886,20.2744,23.6228,21.9598
"4690",17,-0.898046325463779,87,4,0.671664,0.813743,1.03966,2.34454,2.89588,4.17729,3.7952,3.63119,1.83792,2.09445,0.759377,2.0981,1.06629,2.71177,1.02551,1.99077,1.64531,4.01222,27.7869,92.6873,74.044,158.195,180.878,235.274,225.453,209.956,115.934,0.572581,0.25,0.685484,0.583333,0.346774,0.108333,0.193548,0.354839,0.483333,5.251,2.72266,3.53978,6.41256,9.02616,13.1166,16.1181,16.6499,12.9272,9.22752,9.28525,7.83986,13.026,15.8257,20.1846,23.6722,25.3614,19.6937
"2350",40,0.721931803271582,43,4,0.329847,0.991243,1.59273,1.60031,3.03646,3.73464,4.55228,3.69337,1.96087,3.81259,0.775995,0.722518,4.95018,2.37345,2.5805,1.53967,0.991977,4.78055,88.0931,142.607,190.172,188.93,259.649,279.66,300.558,258.89,177.453,0.312301,0.0541601,0.0857852,0.590476,0.378944,0.282418,0.184686,0.299539,0.469597,-5.63179,-3.75644,-3.72923,-2.47727,3.60191,7.39149,9.50705,9.14905,4.79461,1.6945,7.4024,6.70098,5.43829,13.1405,16.8271,20.2172,20.4602,13.7616
"2524",34,1.39896218641676,47,1,0.420171,0.717721,1.41545,2.3008,3.84443,3.87961,3.30475,2.4773,1.77824,0.427805,1.08029,1.52592,1.60752,1.63521,2.60441,1.17464,2.2624,1.8625,56.3664,89.1024,104.161,166.264,252.45,241.822,188.649,140.21,108.395,0.165812,0.349339,0.488695,0.461371,0.362677,0.334268,0.304191,0.536629,0.492212,0.894529,1.55537,4.75253,4.97824,10.0132,12.1557,13.5256,13.9361,10.531,5.94891,9.12031,11.1486,12.9312,20.0205,20.5048,22.5714,22.2578,18.7159
"122",8,0.268450785880533,3,2,0.414429,0.634629,1.18164,1.60724,2.82406,3.2335,2.89601,2.26124,2.29043,2.07186,2.59109,1.33235,2.95738,1.72342,2.6305,2.0361,2.65863,0.779069,44.9301,55.6022,131.712,132.204,208.992,221.165,197.302,162.731,171.839,0.46503,0.454804,0.354553,0.745133,0.365687,0.387906,0.502712,0.52555,0.141003,-1.08186,4.21748,-0.346427,6.14503,8.4492,12.1591,11.6559,11.8304,10.0169,4.68903,11.2833,8.84789,14.6693,17.1293,21.3214,20.1652,20.735,21.9914
"1031",35,0.509932339747277,19,1,0.335535,0.809156,1.47017,1.61584,2.56974,3.45335,3.52711,3.21917,1.51533,0.911333,0.340232,0.886823,4.90646,3.9431,5.32298,1.99387,4.21826,8.02353,59.3935,106.63,153.358,144.922,201.227,236.33,243.676,222.874,125.742,0.248113,0.131079,0.153741,0.595035,0.480439,0.503192,0.469458,0.315717,0.733688,1.5036,-0.786676,1.59821,5.10187,8.96288,12.2982,12.0761,13.095,9.55954,7.3403,8.50711,11.3441,12.7329,17.3731,20.4625,20.6723,22.9135,16.6879
"3293",51,0.547185444976485,61,1,0.554567,0.842719,1.89025,2.32131,3.3083,4.00625,3.90252,3.5857,2.75236,3.35481,1.77749,2.13357,2.30158,2.25791,1.91354,2.0902,1.06885,1.51292,49.9537,75.5698,143.649,168.407,212.831,248.021,227.387,209.071,164.821,0.51511,0.541729,0.537182,0.562105,0.508998,0.390175,0.766384,0.492699,0.539649,1.13637,2.11815,3.93564,6.50999,9.52743,12.2278,14.0076,13.1942,11.6685,5.78804,7.56088,11.1274,13.6662,15.6913,19.3167,20.2232,21.1537,19.2279
"1202",47,-0.082979046250669,22,1,0.563974,0.836249,1.67888,2.14587,3.32414,4.27028,4.18629,3.80663,2.53061,2.29011,2.06786,1.21871,2.80493,1.646,1.30092,2.33944,1.18373,1.21015,48.332,86.596,141.517,161.31,226.784,263.336,246.92,232.545,164.578,0.841349,0.752273,0.55132,0.684848,0.505279,0.289697,0.473607,0.519062,0.51303,5.48101,2.2983,4.72868,6.23535,8.82716,12.5789,14.1109,12.1675,11.4011,9.28375,6.51106,11.5222,13.1423,15.7927,20.7589,21.2844,21.485,20.39
"2085",53,-0.0220871730146257,38,1,0.278548,0.633217,1.34126,2.91061,3.4928,3.22372,3.36926,3.64152,2.32742,0.472364,1.16175,1.6623,0.35367,1.72824,2.94538,3.73349,2.03176,0.791836,54.04,89.7855,143.273,230.371,245.647,223.292,230.836,232.727,177.013,0.276498,0.480519,0.350649,0.194372,0.45664,0.538528,0.540427,0.400503,0.212554,-2.65229,-1.50608,0.711528,4.5341,8.07913,9.7498,10.5094,12.0438,9.70738,3.05369,6.78395,9.73699,16.2973,19.0592,18.6488,18.9119,23.7326,21.5153
"3650",22,0.416232520709775,68,2,0.299881,0.580459,0.899467,1.95364,2.34003,2.2923,2.47823,2.68517,1.94136,2.68638,3.51985,3.44813,0.794541,2.77246,3.11856,3.11779,1.11755,1.76869,42.0433,64.832,95.8663,167.485,185.408,170.777,179.729,194.309,153.745,0.428399,0.50564,0.550196,0.419003,0.481761,0.620872,0.425384,0.395237,0.27757,-1.35432,3.1724,1.95846,3.43144,7.02702,10.6617,11.7043,13.1438,10.3939,3.27917,7.9671,8.22971,11.3418,15.8637,17.64,19.1458,22.3049,20.3841
